Avg Deaths Per Year,County,Demographic clusters,Demoraphic cluster (5),Mortality Group,State,TARGET deathRate (bin),Avg Ann Count,Avg Household Size,Birth Rate,Incidence Rate,Med Income,Median Age,Median Age Female,Median Age Male,Pct Asian,Pct Black,Pct Emp Priv Coverage,Pct Married Households,Pct Other Race,Pct Private Coverage,Pct Private Coverage Alone,Pct Public Coverage,Pct Public Coverage Alone,Pct White,PctBachDeg18 24,PctBachDeg25 Over,PctEmployed16 Over,PctHS18 24,PctHS25 Over,PctNoHS18 24,PctSomeCol18 24,PctUnemployed16 Over,Percent Married,popEst2015,Poverty Percent,Study Per Cap,TARGET deathRate
30,Hancock County,Cluster 2,Cluster 1,1,Iowa,170,78,2.33,6.274509804,492.1,57682,44,45.7,43.1,0.306527227,0.64911648,48.7,56.73015194,0.4056978,79.4,60.4,33.2,13.9,97.08799135,10.4,13.2,63.7,29.7,36.4,17,42.9,1.5,60.3,10974,8.4,0,171.3
342,El Dorado County,Cluster 1,Cluster 1,0,California,150,1038,2.69,4.76817356,458.6,70235,44.9,45.7,43.8,3.953474324,0.980817494,48.7,58.91095012,3.742593071,74.8,57.6,31.5,14,86.7100877,6.7,20.8,,39.1,21.8,11.3,,11.1,55.8,184452,11.4,92.16489927,151.5
18,Gallatin County,Cluster 2,Cluster 3,1,Illinois,210,41,2.23,5.876865672,492.5,41045,45.1,45.7,44.8,0.464252553,0.389972145,32.3,49.54318937,0.018570102,58.2,38.8,50.3,27.5,96.86165274,0.5,6.5,51.8,32.3,41.4,19.9,,7.5,55.2,5265,17.5,0,213.6
12,Mills County,Cluster 2,Cluster 3,0,Texas,130,30,2.55,1.503759399,369.1,38564,45.5,45.7,45.3,0.041025641,0.246153846,41.3,58.54978355,1.025641026,68.4,47.2,35.7,13.1,98.37948718,9.1,14.7,50,24,26.8,25.1,,3.6,62.2,4900,17.1,0,135.8
22,Grant County,Not Clustered,Cluster 3,0,West Virginia,120,58,0.028,3.528435035,356.3,41039,45.6,45.7,45.5,0,1.379602201,44.5,55.4011976,0.110029623,65.1,48,42.4,21.2,97.37621667,8.4,7,51.3,41.5,50.2,16.3,33.8,6.7,50.5,11766,17,0,128
48,Gilchrist County,Cluster 1,Cluster 2,1,Florida,200,85,2.54,6.283213504,383.8,40788,42,45.8,36.5,0.476694915,6.10287194,33.3,52.06077259,0.258945386,50.2,37.2,40.2,22.5,91.59016008,2,7.7,44.8,34.9,38.8,39.5,23.7,10.4,47.3,17199,19.8,0,209.2
38,Claiborne Parish,Cluster 3,Cluster 4,1,Louisiana,170,102,2.51,8.809020437,473.5,35385,42.2,45.8,39.8,0.030049883,50.16527436,30,39.73000684,0.270448945,49.4,34.2,47.1,27.2,46.52923854,0.4,8.6,39.8,41.4,40.7,38.2,20,13.5,37,16295,28.2,0,177.8
25,Palo Alto County,Cluster 2,Cluster 3,0,Iowa,150,60,2.23,4.690117253,442.3,50600,42.9,45.8,40.8,0.4018245,1.259774109,43.1,52.92934373,0.108601216,76.3,56.1,34.9,14.7,97.19808862,10.1,15.1,62.6,23.4,30.9,8.6,,2.9,58.1,9133,11.5,0,152.6
34,Blackford County,Cluster 3,Cluster 3,1,Indiana,180,85,2.35,6.987761548,486.2,39563,43.3,45.8,41.8,0.248477076,0.577108047,40.5,51.77888294,0.032061558,61.7,,39.3,19.8,97.44309073,1.6,6.6,51.6,47.6,49.5,18.8,,9.8,54.3,12298,15,0,189.1
139,Polk County,Cluster 3,Cluster 3,1,Texas,210,341,2.4,7.024390244,522.6,41401,43.5,45.8,42,0.572506668,11.01207902,32.6,50.54919908,1.377052024,51.4,37.5,41.7,24.4,83.58814217,2.8,8.2,43.2,35.8,37.7,27.1,34.3,10,51.5,46972,18.5,0,215.6
394,Fayette County,Cluster 2,Cluster 3,1,Pennsylvania,190,932,2.41,5.078382982,495.6,36902,44.2,45.8,42.1,0.196513189,4.125293843,43.7,46.48961979,0.26992755,65.5,,41.3,21.9,92.92330053,7.9,9.7,48.1,42,49.9,18.7,31.5,8.4,47.6,133628,20.2,97.28500015,198.7
3265,Palm Beach County,Cluster 1,Cluster 3,0,Florida,140,8287,2.54,5.134424767,422.3,52225,44.1,45.8,42.3,2.503905553,17.97243412,36.5,45.4432712,2.180944963,60.5,45.8,35.5,19.5,74.98799686,8.8,21.1,54.3,28.9,25.5,17.7,,9.5,46.9,1422789,14.9,151.1116546,144.3
182,Oconee County,Cluster 3,Cluster 3,1,South Carolina,170,493,2.43,6.598098195,476.6,39548,44.3,45.8,42.6,0.645772459,7.498432267,37.9,52.09451499,1.523702785,63.5,,39.9,18.7,88.21465263,5.6,13.7,47,35.5,31.8,15.8,,10.4,53.8,75713,17.5,673.5963441,172.9
19,Johnson County,Cluster 3,Cluster 3,0,Wyoming,140,49,2.34,6.819672131,412.7,51434,44.6,45.8,42.9,0,0.046511628,46.5,48.39682105,1.802325581,76.9,,30.5,12.2,97.36046512,3.4,16.5,63.8,44.1,36.1,29.1,,3.6,54.1,8585,9.7,0,147.8
44,Mason County,Cluster 2,Cluster 3,1,Illinois,200,108,2.27,4.758547762,525.8,46878,44.7,45.8,43.3,0.45306527,0.899051395,39.6,48.65925441,0.01415829,65.5,45.6,43.9,23.8,97.38779555,9.9,9.6,54,45.5,41.3,16.3,,9.5,52.4,13701,14.8,2919.494927,204.9
8,Deuel County,Cluster 2,Cluster 3,0,South Dakota,110,25,2.25,6.575682382,395,51246,44.6,45.8,43.5,0,0.691085003,43.8,57.21052632,0,78.4,60.9,29.6,13.8,99.00944483,11.3,16.3,66.6,38.4,40.8,29.8,,3.1,64.9,4333,10.1,0,113.9
27,Swift County,Cluster 3,Cluster 3,0,Minnesota,160,1962.667684,2.21,9.56284153,453.5494221,51032,44.5,45.8,43.5,0.167979003,1.637795276,42.4,52.02079887,1.375328084,72,54.4,38.6,19.8,95.9160105,6.8,12.6,63.2,38.7,38.6,17.6,,3.9,57.5,9340,10.8,0,162.3
66,Orleans County,Cluster 2,Cluster 3,1,Vermont,170,161,2.35,4.689807976,438.8,42089,44.8,45.8,43.7,0.467840566,0.512045974,33.3,49.33928571,0.187872983,54.6,39.1,52.2,32.5,96.57039711,5.6,14.4,54.5,47.6,38.7,15.4,,5.6,51.6,27100,16.2,0,172
50,Klickitat County,Cluster 1,Cluster 3,1,Washington,170,102,2.62,3.729487817,349.7,49348,45,45.8,44,0.465898175,0.739673391,34.9,54.44486837,2.747358309,63.7,43.5,42.1,21.1,90.9221902,9.5,16,45.9,36.6,29,24,,7,54.2,21026,14.6,47.56016361,174.7
44,Wayne County,Cluster 1,Cluster 2,1,Tennessee,200,93,2.48,6.408629442,434.8,33573,42.2,45.9,40.2,0.248564834,6.172693378,32.6,55.28741411,0.384683672,54.7,,43.5,27,91.99266142,1.8,5.6,40.2,51.1,43.6,17.5,29.5,12.2,49.9,16748,23.3,0,201.4
19,Taylor County,Cluster 2,Cluster 3,1,Iowa,180,46,2.23,5.024311183,475.5,46501,43.7,45.9,40.9,0.611620795,0.209238693,38.7,55.57580175,1.738290681,68.3,49.1,37.6,17.5,95.87960728,4.9,10.3,62.4,41.3,42,14.7,,4.4,62.3,6205,13.1,0,181.3
33,Charlotte County,Cluster 1,Cluster 4,1,Virginia,180,76,2.57,2.903225806,434.4,36339,44.6,45.9,41.9,0.146186957,31.47892471,36.2,46.15710354,0.268009421,56.2,43.1,39.2,22.7,67.00235523,3.3,9.2,52.7,55.8,37.6,5.4,,4.9,44.5,12201,20.7,0,182.2
20,Graham County,Cluster 1,Cluster 3,0,North Carolina,160,51,2.63,1.998889506,405.8,33824,44.6,45.9,42,0,0.540229885,28.2,57.63697582,0.83908046,49.8,33.1,43.9,22.5,88.6091954,2.2,9.7,41.5,34.2,34.9,32,,11.1,55.9,8616,20.6,580.3156917,160.7
25,Mitchell County,Cluster 2,Cluster 3,0,Iowa,120,67,2.41,6.073648972,426.7,52616,43.7,45.9,42.1,0.092919532,0.139379298,43.9,57.41165672,0.111503438,73.4,,34.8,14.3,98.80133804,6.6,11.3,62.9,41.3,44.2,18.1,,3.2,59.7,10832,11.5,0,129.6
91,Douglas County,Cluster 2,Cluster 3,0,Minnesota,160,1962.667684,2.32,6.190278355,453.5494221,52298,44.1,45.9,42.4,0.243036592,0.576187875,46.3,56.35323607,0.174767886,77.9,56.8,35.2,14.1,97.72255598,9.1,17.8,63.8,25.3,29.9,11.5,,4.5,59.8,37075,9.6,80.91706001,160.9
42,Madison County,Cluster 2,Cluster 3,0,North Carolina,140,117,2.36,4.341957255,416.2,38445,44,45.9,42.4,0.475579017,1.945118181,35.6,55.25443787,0.565939031,61.8,,40.4,21.9,95.76259095,12.1,12.9,50.7,17.8,31,15.7,,7.3,54.3,21139,19.9,94.61185487,143.7
255,Lawrence County,Cluster 2,Cluster 3,1,Pennsylvania,180,620,2.38,4.727253413,493.6,44903,44.4,45.9,42.4,0.417218097,3.798703484,44.9,49.46891725,0.548439918,68.4,50.5,39.9,20.3,93.19889639,8.7,13.2,53.7,34.4,45,12.8,,7,50.7,88082,13.2,1146.658795,186.1
65,Juneau County,Cluster 2,Cluster 3,1,Wisconsin,170,155,2.48,4.951690821,434.3,45158,44.4,45.9,42.9,0.441609421,2.347701366,41.4,49.77964744,0.362346192,66,46.2,42.7,21.4,94.32701744,7.4,9,53,43,42.2,17.9,31.7,7.1,48.5,26224,13.1,0,174
101,Cerro Gordo County,Cluster 2,Cluster 3,0,Iowa,150,299,2.17,5.751533742,493.5,49569,44.2,45.9,43,1.131528714,1.251121179,46.9,46.38557303,0.572663922,73.8,,37,15.9,95.04151238,11.5,16,63.4,39.1,31.8,8.9,,4.4,51.7,43017,12,511.4257154,154.2
31,Green County,Cluster 2,Cluster 3,1,Kentucky,190,65,2.46,5.095541401,435.4,33640,44.2,45.9,43.1,0.627859001,3.040631447,39.1,55.77395577,0,59.7,44.4,42.9,24.6,94.69010674,7.7,6.2,49.1,43.5,46,20.9,,9,55.3,11010,21.5,0,195.3
34,Wright County,Cluster 2,Cluster 3,0,Iowa,150,87,2.31,6.48694187,453.2,50108,44.6,45.9,43.4,0.502473717,0.378787879,43.7,51.02820746,2.837043908,71.9,51.4,38.3,17.3,94.6737786,9.9,12.1,58.8,35.9,37.5,18.2,,5.7,57,12773,12,0,159.3
70,Hardin County,Cluster 1,Cluster 3,1,Tennessee,180,162,2.58,4.906586148,456.8,36285,44.8,45.9,43.7,0.324324324,3.150579151,30.1,52.91257218,0.077220077,53.6,38.6,45,25.8,94.11969112,1.2,7.6,44.5,37.2,43.6,23.9,37.7,13.9,51.2,25756,21.7,0,185.9
30,Allamakee County,Cluster 3,Cluster 3,0,Iowa,140,86,2.26,8.380520951,428.5,45229,45.1,45.9,44,0.277382646,0.704125178,43.5,55.70436508,0.327169275,72.2,52.9,35.2,15.5,96.67140825,11.7,11.6,61.4,39.2,42.1,9.4,39.6,6,61.1,13886,12.4,144.0299582,142.4
51,Gilmer County,Cluster 1,Cluster 3,0,Georgia,130,156,2.58,6.54966528,408.2,40010,45.1,45.9,44.2,0.449900603,1.196247341,27.8,58.65270824,4.600146479,51.5,35.1,41.1,22.7,92.35517734,2.8,10.9,46.7,42.9,35.5,25.4,28.9,10,59.3,29400,19.7,0,136.4
13,Broadwater County,Cluster 2,Cluster 3,0,Montana,160,27,2.32,3.515263645,358.7,49758,45.8,45.9,45.6,1.317638791,0.614898103,38.8,61.06304079,0.43921293,69.3,51.2,32.8,14.6,94.92269852,2.6,15.7,60.1,51.6,39.1,38.4,,4.5,64.6,5689,11.7,0,163.7
8,De Baca County,Cluster 4,Cluster 3,1,New Mexico,240,14,3.84,0,467.1,33789,47.3,45.9,51.2,0.148514851,0,29.2,41.92307692,15.0990099,53.4,37.3,49.3,30.4,80.04950495,0,6.8,36.9,8.6,42.9,59.1,,5.2,27.6,1828,20.6,0,243.6
22,Jenkins County,Cluster 2,Cluster 4,1,Georgia,210,41,2.53,3.774792067,409.5,30678,40.7,46,36.1,0.224164985,33.53508182,27.5,34.62088698,1.37861466,44.9,,45.3,28.9,62.64290518,3.9,7.5,43.9,28.8,36.8,31.3,36,10.3,37.6,8957,34.6,0,215
16,Warren County,Cluster 3,Cluster 4,1,Georgia,190,31,2.58,7.881355932,397.1,31623,44.3,46,40.2,1.276748786,58.82035605,34.3,37.69411765,0.557453695,52.9,39.4,42.1,25.8,37.56518612,6.8,8.1,44,40.9,42.3,19.5,,16.4,39.3,5460,28.9,0,194.6
38,Chicot County,Cluster 3,Cluster 4,1,Arkansas,220,63,2.36,9.349593496,403.9,29541,43.4,46,40.6,0.27305558,53.91526469,22.7,41.81254155,2.017087994,40.4,,56.4,38,42.82568484,2.3,8,,38.3,44.6,16.7,,11.5,44.9,11027,32.1,544.1189807,229
44,Page County,Cluster 3,Cluster 3,1,Iowa,170,116,2.34,8.296346876,506.9,46927,43.5,46,41.3,1.168582375,2.11366539,39.7,52.04957102,0.172413793,69,,39,19,94.53384419,6.3,13.8,55.6,40.5,34.7,22.8,,5.1,53.2,15527,14.6,0,179.7
8,Miner County,Cluster 3,Cluster 3,1,South Dakota,180,15,2.24,10.3626943,425.6,49159,43.5,46,41.4,0,0.954032958,42.7,54.47316103,0.346921075,75.8,55.5,32.9,14.8,96.27059844,14.6,17.7,65.9,35,39.1,19.5,,4.1,60.6,2236,12.4,0,183.1
32,Wilkes County,Cluster 3,Cluster 4,1,Georgia,210,69,2.45,7.441634241,481.7,32042,44.4,46,43.1,0.7406666,42.35812231,31.4,41.56265602,2.64237814,55.2,38.3,43.4,25.2,53.19787809,1.8,8.7,46.7,35.6,43.4,35.1,,8.9,42.7,9867,26.7,0,210
39,Pushmataha County,Cluster 2,Cluster 3,1,Oklahoma,220,59,2.34,5.050505051,354.7,32215,44.8,46,43.4,0.427578835,1.202565473,25.4,47.54685197,0.641368252,43.1,,46.9,26.7,75.44984857,3,8.4,45.3,41.6,39.2,25.6,,10.6,53,11183,23.1,0,226.4
88,Isle of Wight County,Cluster 1,Cluster 1,1,Virginia,200,205,2.57,3.667228197,460.2,64350,44.5,46,43.4,0.948517068,22.77560157,48,59.93899339,1.175153889,76.5,57.5,29.2,12.6,71.82148853,7.5,17.3,59.4,36.2,27.7,14.1,,8.3,58.1,36314,10.2,0,200.6
30,Marion County,Cluster 2,Cluster 3,0,Kansas,140,1962.667684,2.4,6.021594684,453.5494221,47723,45,46,43.7,0.18714402,0.81366965,49.1,57.88269551,0.170870627,74.9,56.5,33.4,15.3,95.76891782,8.1,14.7,58.4,20.9,36.4,15.2,55.8,5,57.9,12103,11.9,247.8724283,143.8
105,Henry County,Cluster 2,Cluster 3,1,Tennessee,210,223,2.36,4.382650748,479.3,37151,44.9,46,43.7,0.210728563,8.624376336,32.6,51.26568184,0.083671635,59.8,40.9,44.2,24,89.49456134,6.4,8.5,48.3,54.4,45.1,14.8,24.4,9.7,55.2,32147,20.5,0,219.1
63,Orange County,Cluster 2,Cluster 3,1,Vermont,170,174,2.32,4.652301665,479.7,53025,45,46,43.8,0.456289536,0.525424315,43.8,51.98386566,0.404438453,66.9,49.5,42.6,23.3,96.55017457,7.5,18.1,,33.6,34.9,12.7,,4.5,54.4,28899,12.8,34.60327347,175.5
18,Monroe County,Cluster 2,Cluster 3,0,Missouri,140,51,2.43,4.179104478,422.7,41376,44.8,46,43.9,0.311059908,2.730414747,40.7,55.02419584,0.011520737,63.1,,37.3,18.8,94.89631336,8.6,9.7,55.4,37.1,48.7,15.7,,5.9,57,8583,15.8,0,140.3
82,Sagadahoc County,Cluster 2,Cluster 3,1,Maine,170,208,2.26,5.263857504,451.7,55630,45.2,46,44.2,0.712413086,0.732360652,43.3,49.67867575,0.142482617,69.4,51.2,39.1,19,95.9221475,7.6,20.8,61.3,51.8,31.6,11.5,,5.7,54.2,35149,10.5,56.90062306,173.6
93,Waldo County,Cluster 2,Cluster 3,1,Maine,180,250,2.26,4.975063861,484,46598,45,46,44.3,0.631157635,0.500307882,38.2,50.29606821,0.264265189,62.1,45.9,41,21.5,96.89809113,5.4,19.1,57.2,41.3,34,11.6,,7.5,53.7,39155,15,0,180.1
69,Dare County,Cluster 2,Cluster 3,0,North Carolina,160,192,2.32,4.646266143,442.5,54642,45,46,44.3,0.484754611,2.234460603,35.7,51.50644666,3.731749993,65.4,,31.2,15.3,90.40530075,25.7,20.2,64.9,29.5,24.4,15.8,,6.4,54.9,35663,11,56.08053164,163.2
28,Ralls County,Cluster 1,Cluster 3,1,Missouri,200,48,2.53,6.335282651,369.8,51738,45.1,46,44.5,0,1.435126428,42.5,61.27828898,0.01952553,67.7,50.4,34.9,16.8,96.87591526,8.4,8.2,58,32.2,48.5,18,41.4,6.2,60.1,10196,11.6,0,205.2
11,Sargent County,Cluster 2,Cluster 3,1,North Dakota,180,31,2.22,6.284916201,579.7,58467,45.3,46,44.6,0.567888487,1.084150749,55.7,54.80324074,0.851832731,88.8,,25.7,5,96.07640681,7.3,16.7,65.9,38.7,32.8,16.2,,1.2,60.9,3876,7.3,3353.973168,188.2
41,Monroe County,Cluster 2,Cluster 3,1,Ohio,180,88,2.37,6.140350877,423.2,40646,45.6,46,44.9,0,0.488073142,42.1,53.31902246,0,65.2,,41,20.7,97.99958754,7.6,6.7,,40,51.2,16.5,,7.4,56.7,14409,15.7,0,188.9
154,Oxford County,Cluster 1,Cluster 3,1,Maine,180,371,2.6,4.600845561,477.6,40120,45.7,46,45.2,0.623465283,0.404033368,37.6,49.89663252,0.156737082,59,,44.4,23.8,96.82694485,7,11.9,,35,45.6,19,,9.2,48.1,57202,16.1,0,189
7,Menard County,Cluster 2,Cluster 3,1,Texas,170,11,2.25,3.712871287,279.3,32580,45.7,46,45.4,0,1.191567369,22.1,51.94532072,0.733272227,49.5,29.8,43.3,19.4,87.16773602,0,8.8,47.1,63.2,30.3,24.5,12.3,8.3,59.5,2164,22.7,0,173.9
27,Oregon County,Cluster 3,Cluster 3,0,Missouri,160,55,2.48,10.04694836,341.6,29415,45.8,46,45.6,0.109299572,0.236815739,27.5,50.79001603,0.537389562,48.8,34.6,47.7,26.7,95.36387649,1.3,6.7,46.2,45.7,39.6,14.8,,7.1,53.9,10953,23.9,0,167.7
11,Edmunds County,Cluster 2,Cluster 3,0,South Dakota,160,29,2.3,4.337050805,459.6,57148,46.1,46,46.6,0.398208064,0.12444002,50.8,59.58385876,0.522648084,81.2,65.3,26.6,10.9,97.21254355,2.8,15.6,64.5,36.4,33.9,25.4,35.3,1.8,58.8,3999,10.5,0,162.6
36,Summers County,Cluster 2,Cluster 3,1,West Virginia,170,76,2.22,3.812668868,377.1,32456,46.3,46,46.9,0.147666864,5.06497342,35.2,50.44770774,0.191966923,60.2,38.7,49.6,24.7,93.04489073,8.4,7.6,42.2,46.2,40.5,20,,10,53.5,13239,25.8,0,170.4
127,Tazewell County,Cluster 2,Cluster 3,1,Virginia,200,224,2.38,6.033920417,376.4,38292,43.1,46.1,40.8,0.394346934,2.924549806,38.9,52.52355316,0.091178482,59,43.4,41.7,23.6,94.73672213,3.7,8.5,46.2,41.1,35.8,14.6,40.7,8,53.9,42899,19.2,23.31056668,208.1
47,Fayette County,Cluster 2,Cluster 3,1,Alabama,200,108,2.36,5.73089701,474.6,35664,43.2,46.1,41.3,0.390625,12.38754735,38.3,51.49921842,0,65.3,44.9,43.4,21.1,85.546875,2.1,8.4,44.8,31.8,38.8,16.6,49.6,10,53.6,16759,20.6,0,205.8
23,Wilson County,Cluster 2,Cluster 3,1,Kansas,170,1962.667684,2.37,6.210826211,453.5494221,39764,43.8,46.1,42.1,0.629069639,0.154508332,37.3,49.88060494,0.684251186,60.1,43.4,40,21.3,94.62531729,9,9.9,56.2,34.4,36.8,20,,6.5,53.2,8856,16.7,0,171.1
92,Smyth County,Cluster 2,Cluster 3,1,Virginia,200,171,2.43,6.188734455,389.1,37831,44.3,46.1,42.8,0.343480179,2.136509737,39.8,49.67565455,0.012604777,59.2,44.2,41.4,24.3,96.08621668,4.6,9.2,50.8,44.8,38.8,14.7,,6.4,51.7,31470,19.7,0,202.4
57,Gage County,Cluster 2,Cluster 3,0,Nebraska,160,146,2.3,6.416861827,463.1,50861,44.6,46.1,42.9,0.417086809,0.426253552,48.7,54.4047619,0.572921441,75.9,58.2,33.2,13.4,96.66330553,6.4,14.1,63.2,37,34.6,15.3,,4.3,57.8,21900,11,0,165.2
54,White County,Cluster 2,Cluster 3,0,Georgia,140,169,2.42,3.822835972,469,42126,43.9,46.1,42.9,0.302256126,2.727501709,37.7,60.60445387,1.644417257,63.2,,36.7,17.9,94.2859199,5.1,12.6,48.9,33.7,31.2,10.2,,6.8,62.7,28319,16.9,0,144.6
136,Washington County,Cluster 2,Cluster 3,1,Virginia,170,312,2.35,5.091597145,420.8,43353,44.7,46.1,43.2,0.555159882,1.490166,41.5,52.00899749,0.500374368,67.4,49.3,37.7,17.7,96.45720338,8.8,14.4,53.6,34.4,32.9,11.1,,6.9,53.9,54591,14.5,36.63607554,176.7
67,Carroll County,Cluster 1,Cluster 3,1,Ohio,170,180,2.54,5.228870221,472.5,46177,44.5,46.1,43.3,0.222136032,0.835654596,45.4,59.31461903,0.363174782,65.3,50,35.1,19.6,97.16864709,5.3,6.7,55,44.1,47.5,17,,7.1,58.4,27811,13.5,71.91399087,172.8
130,Beaufort County,Cluster 1,Cluster 3,1,North Carolina,190,345,2.54,4.17432129,524.2,40357,44.9,46.1,43.3,0.088307647,26.43762747,30.7,48.03953338,1.696768361,59.3,41.1,43.6,21.9,70.06581022,4.9,11.2,48.6,36.3,33.2,18.5,40.3,11.5,49.1,47651,18.8,356.7606136,194
210,Hunterdon County,Cluster 1,Cluster 1,0,New Jersey,140,731,2.6,4.22223833,496.3,103876,45,46.1,43.5,3.628514851,2.581386139,67.5,62.07381821,1.268910891,87.5,73.3,20.5,7.1,91.06217822,15.1,29.3,64,29.8,22.7,16.6,,5.9,57.7,125488,4.7,47.81333673,145.1
85,Marshall County,Cluster 2,Cluster 3,1,Kentucky,180,221,2.43,4.006754682,496.5,45596,44.9,46.1,43.7,0.275808986,0.426541804,46.1,57.14965878,0.035277894,68.2,50.5,39.7,20.7,98.1206504,8.1,9.3,,37.1,41,23.5,31.3,7.7,59,31101,13.1,0,185.3
4,Sully County,Cluster 3,Cluster 1,1,South Dakota,170,8,2.34,13.62007168,416.6,59879,44.6,46.1,44,0,0,46.6,55.46623794,0,78.6,62.1,25.7,10,98.02586794,2.9,20.5,67.4,13.6,35.6,21.4,,1.7,60.3,1426,6.3,0,179.1
38,Decatur County,Cluster 2,Cluster 3,1,Tennessee,210,74,2.3,4.422498927,431.5,37417,45.3,46.1,44.2,0.265274688,2.781105596,35.7,50.74327039,0.795824063,58.4,42.8,44.3,23.9,94.10405614,4.7,7.5,48.1,38.9,44.6,15,,10.1,56.1,11660,19.9,0,212.3
13,Moore County,Cluster 2,Cluster 3,0,Tennessee,130,36,2.55,0.702028081,408.9,50358,45.5,46.1,44.8,0,3.857660211,45.7,60.35044825,0,74.6,,32.5,12.5,94.36309243,6.7,12.2,57.9,41.3,40.2,18.8,,6.5,57.4,6322,12.5,0,137.3
16,Stark County,Cluster 2,Cluster 3,0,Illinois,160,41,2.41,4.589585172,482.6,50219,45.9,46.1,45.3,0.563236047,0.750981396,40,56.16896696,0,73.7,,41.5,15.5,97.61051374,11.1,13.2,53.7,33.6,38.8,13.7,,7.7,57,5788,11.9,0,160.4
14,Wheeler County,Cluster 2,Cluster 4,1,Georgia,170,27,2.16,5.070993915,340.7,30264,38.4,46.2,36.1,0,41.65409754,32.5,47.61431412,0,43.4,34.7,44.5,31.7,58.10708899,0,4,19.5,56.1,54.8,30.5,13.4,10,34.6,7903,38.9,0,179.9
14,Greer County,Cluster 3,Cluster 2,1,Oklahoma,170,35,2.3,9.857723577,442.7,34872,41.3,46.2,39.6,0.049043649,7.209416381,34.7,48.9021043,5.54193232,61.4,39.7,38.6,16.4,79.09105771,1.3,10,46.2,31.8,37,28.1,38.8,4.4,45,6070,25.2,0,174.7
73,Lee County,Cluster 1,Cluster 2,1,Virginia,220,107,2.52,6.208251473,330.5,31429,42.8,46.2,40.3,0.261842418,3.824486233,30.3,51.50873478,0.535586765,52.5,35.4,48.8,26.3,93.93398397,6.5,7.6,37.9,22.9,33.6,21.4,,12,49.8,24742,26.6,0,224.2
34,Lewis County,Cluster 2,Cluster 3,1,Tennessee,210,82,2.49,4.558176729,538.7,36255,43.5,46.2,41,1.942397857,1.59912927,34.3,54.15959253,1.013060951,57.8,43.2,40.9,23.6,94.26490288,0,8.4,50.8,63.6,43.2,10,26.4,7.7,57.3,11854,20.3,0,217.1
39,Gulf County,Cluster 1,Cluster 2,1,Florida,180,89,2.52,4.887361588,434.7,38419,43.3,46.2,41.3,1.672473868,17.97275895,34,50.17760329,0.411783339,58.7,42.2,37.2,18.9,77.94741844,3.7,11.5,41,34.7,34.7,29.4,,10.2,44.8,15871,23.1,0,189.1
248,Northumberland County,Cluster 2,Cluster 3,1,Pennsylvania,170,620,2.27,5.713833492,471.7,40429,525.6,46.2,41.6,0.346786375,2.855136906,46.5,47.97968254,0.371252899,71.8,,37,16,95.23966555,7.9,9.4,52.7,40.2,50.3,22,,7.2,50.4,93246,15.9,0,177.5
231,Santa Fe County,Cluster 2,Cluster 3,0,New Mexico,120,691,2.35,4.017424976,374.3,52628,44.4,46.2,42.7,1.213394241,0.781058814,36.3,43.68165547,8.915218751,60.1,45.1,35.9,19.7,83.24428311,6.9,20.4,,25.9,21.4,25.2,,7.9,47.6,148686,14.2,60.53024495,126.1
366,Cambria County,Cluster 2,Cluster 3,0,Pennsylvania,160,979,2.28,4.763561711,488.3,42703,44.4,46.2,42.7,0.495763411,3.407207582,45.8,47.39754633,0.304919609,72.3,,39.9,17.6,93.8492334,8.9,12,50.2,32.4,46.3,9.1,,8.5,48.5,136411,15.3,109.9618066,168.5
54,Shelby County,Cluster 2,Cluster 3,0,Illinois,160,142,2.42,4.376511986,457,48994,44.4,46.2,42.8,0.325570879,0.551661768,46.5,58.74613003,0.049739995,70.8,52.7,37.2,18.8,98.47614741,5.8,10.9,55.1,45.5,45.5,7.3,,6.2,60.3,21775,11.7,0,164.4
54,Jackson County,Cluster 2,Cluster 3,1,Iowa,190,146,2.29,6.349206349,543.5,50299,44.5,46.2,43.2,0.40363785,0.178826896,42.2,53.30250208,0.051093399,74.1,50.9,35.2,15.2,97.30226855,6,10.4,61.2,35.2,44.8,15.1,,4.4,57.5,19444,11.3,1388.603168,191.7
18,Pepin County,Cluster 2,Cluster 3,0,Wisconsin,160,39,2.45,6.083916084,387.6,53828,45.2,46.2,44.1,0.244167119,0.352685838,45.1,58.93703453,0.203472599,70.5,,34.7,15.7,98.11448725,6.9,12.2,60.8,40.5,43,19.6,,4.6,59.5,7290,12.1,411.5226337,163.1
14,Alfalfa County,Cluster 2,Cluster 3,0,Oklahoma,150,36,2.28,4.431818182,447.6,51885,44.7,46.2,44.2,0.034752389,1.911381407,36.8,53.13706564,1.911381407,68.1,48.8,35.5,16.4,78.36663771,6,14.7,45.6,45.4,40.6,16.6,32,4.9,50.4,5868,16.6,0,159.5
69,Cherokee County,Cluster 2,Cluster 3,1,Alabama,190,158,2.28,4.687789513,432.6,38013,45.4,46.2,44.6,0.338357428,4.925407567,39.9,57.17325767,0.065364503,66.3,45.6,43.3,20.3,92.9214088,5.5,7.9,47.8,38.3,36.4,15.8,40.3,7.9,62.1,25859,18.6,0,191.2
55,Putnam County,Cluster 2,Cluster 3,1,Georgia,180,129,2.49,5.057135911,438.7,42125,45.6,46.2,45.1,0.54595943,26.59198946,35.5,56.32238242,2.795688803,61.9,,38.7,19.5,68.94149762,5.1,12.4,53.7,46.7,39,17.4,,6.3,58.7,21353,18.9,0,186.9
